#TimeStamp;TripTime;Type
21;7;O
23;8;O
27;10;O
28;17;O
34;26;O
41;21;O
41;27;O
42;22;O
43;18;I
47;24;O
48;26;O
48;30;I
49;31;I
52;32;O
55;27;I
56;19;O
57;27;O
65;35;O
67;49;O
69;36;I
78;43;O
79;54;I
84;22;O
84;52;O
85;20;O
86;53;I
91;20;O
122;82;I
135;30;O
141;16;O
152;15;O
163;51;I
181;21;O
187;19;O
200;27;O
201;27;O
207;25;O
215;57;O
217;14;I
237;23;O
244;31;I
252;38;I
256;35;I
271;33;O
282;23;O
297;33;O
316;12;O
335;22;O
338;29;O
339;46;O
345;30;I
345;29;I
350;42;I
353;36;O
366;41;O
370;26;O
372;28;O
372;20;O
376;4;O
379;24;O
397;61;I
399;14;O
404;16;O
419;18;O
421;29;O
429;22;O
449;35;O
453;21;O
458;53;I
468;23;O
471;42;I
485;66;I
490;24;O
490;24;O
494;49;I
504;20;O
528;29;O
529;31;O
532;29;I
534;12;O
535;34;O
535;36;I
542;23;O
553;23;O
557;27;O
578;26;O
594;49;I
597;28;O
597;20;O
610;11;O
618;17;I
618;64;I
625;25;O
638;24;O
643;12;O
646;16;O
659;35;O
663;14;O
664;44;O
670;37;I
677;43;O
680;19;O
683;47;I
684;42;I
698;32;O
703;42;O
721;29;I
732;31;O
751;4;O
758;22;O
758;43;I
766;45;I
768;34;O
770;33;O
777;18;O
786;41;I
790;73;O
792;24;O
807;25;I
817;29;O
831;17;O
833;24;I
838;19;O
841;22;O
856;18;O
865;40;I
865;26;O
874;39;I
877;44;O
879;10;O
896;26;O
907;17;I
910;44;O
921;35;O
932;19;O
947;23;O
951;12;O
960;26;O
965;47;I
969;64;O
970;31;O
978;33;O
980;10;O
992;57;I
1007;17;O
1009;17;O
1016;49;I
1022;43;I
1024;41;O
1037;51;I
1037;42;I
1038;36;O
1045;30;O
1058;18;O
1058;45;O
1072;41;O
1073;28;O
1113;34;I
1121;26;I
1123;16;O
1137;50;I
1139;20;O
1140;41;O
1164;35;O
1165;35;I
1172;15;I
1174;29;O
1176;16;O
1184;34;O
1195;20;O
1207;43;O
1210;61;I
1211;31;O
1212;32;O
1222;24;O
1225;31;O
1227;22;I
1230;11;O
1239;42;O
1251;40;O
1258;23;O
1259;59;I
1265;33;I
1272;14;O
1297;43;I
1298;35;O
1300;30;O
1303;41;O
1318;22;O
1320;70;I
1321;31;O
1330;42;I
1343;19;O
1349;34;I
1351;19;O
1352;23;O
1364;12;O
1364;20;O
1366;27;O
1369;39;I
